   -0.0011270068     0.0021408797     0.0039871300
   -0.0028676596     0.0008519858     0.0021539396
   -0.0024055739     0.0001470452     0.0000697314
   -0.0012278148     0.0000790516    -0.0007937721
   -0.0013378400     0.0004863685    -0.0010242141
   -0.0034405561     0.0003300252    -0.0005201669
   -0.0041049557     0.0003629907     0.0017648594
   -0.0015436219     0.0002601616     0.0003530043
   -0.0000419614     0.0004035641     0.0015179609
    0.0002973476    -0.0002596883     0.0021679631
    0.0004520333    -0.0003661397     0.0005276772
   -0.0004744026     0.0003805309    -0.0008034359
   -0.0020685952    -0.0002163044    -0.0009638688
   -0.0030050828    -0.0027094786    -0.0007182824
   -0.0016332548     0.0027804329    -0.0000951077
   -0.0002164943    -0.0020463592     0.0018653691
    0.0003180083     0.0000856511    -0.0001428685
   -0.0004833807     0.0006032902    -0.0005412099
   -0.0009708935     0.0001624370    -0.0006675939
   -0.0010435113    -0.0006207673    -0.0009290656
   -0.0006291531    -0.0015648241    -0.0012925721
    0.0002171612    -0.0022634577    -0.0013746832
    0.0011345517    -0.0024508146    -0.0007492268
    0.0019947744    -0.0024390254     0.0006984603
    0.0003797352    -0.0008925261     0.0001567182
   -0.0000414644     0.0008217410     0.0001189923
   -0.0008109575     0.0008252512     0.0007072666
   -0.0010536825     0.0002550246     0.0015627073
   -0.0007068777    -0.0000983633     0.0020001852
   -0.0005972330    -0.0000394050     0.0016063810
   -0.0008809581    -0.0005621785     0.0010429303
   -0.0004204172    -0.0018472311     0.0010200762
    0.0012728712    -0.0040030546     0.0020585954
    0.0003608981    -0.0005064127    -0.0000354502
   -0.0007617931     0.0011115406     0.0009596717
   -0.0028142738    -0.0002676092     0.0022453172
    0.0013893876    -0.0017931948     0.0034272239
    0.0007169774    -0.0022105959     0.0024295425
   -0.0004247778    -0.0009906981    -0.0017677002
   -0.0005826430     0.0010665628     0.0010213145
   -0.0041648753     0.0004036427     0.0017161337
    0.0040416672    -0.0032557250     0.0031063904
    0.0099054971     0.0137790044    -0.0045288431
    0.0012307728     0.0061463545    -0.0029585375
   -0.0007134814     0.0022248156    -0.0000091511
   -0.0024369183     0.0017446638     0.0019705799
   -0.0052711382     0.0063122990     0.0036470084
   -0.0068227302     0.0015613203     0.0030579963
   -0.0147273738    -0.0078313283     0.0018767644
   -0.0002667527     0.0018149744     0.0045429678
    0.0020079093     0.0015775888     0.0036155600
    0.0031830272     0.0019091193     0.0016717947
    0.0032473241     0.0005703147     0.0032843754
    0.0026992177     0.0018856684     0.0022523464
    0.0019260763     0.0027808060    -0.0000059491
    0.0037605168     0.0023651169    -0.0004976741
    0.0030897539    -0.0018923352     0.0029567773
    0.0033651576     0.0002753854     0.0041403850
    0.0027289334     0.0027375576     0.0026133259
    0.0015670747     0.0046593750     0.0002768286
    0.0008346998     0.0025885470    -0.0023025945
    0.0033799220     0.0032364225    -0.0033231912
   -0.0046002371     0.0033333466    -0.0047533162
   -0.0009931404     0.0035905940    -0.0030122168
   -0.0008353124     0.0020454775    -0.0049655002
    0.0003233732     0.0027895517    -0.0074838820
   -0.0020688171     0.0016539963    -0.0120156071
    0.0003998146     0.0029895145    -0.0106782631
   -0.0036280653     0.0040267721    -0.0046404471
   -0.0052093956     0.0010985847    -0.0071047305
   -0.0055092805    -0.0016989070    -0.0105962758
   -0.0043807605    -0.0042427911    -0.0143796900
   -0.0044750951     0.0076042658    -0.0044922942
   -0.0108105063     0.0033112496    -0.0058295091
    0.0059940209    -0.0036355646     0.0022829185
    0.0128023358    -0.0104237265     0.0035510853
    0.0124472044    -0.0011541672     0.0018335664
    0.0078228666     0.0064129440    -0.0003938351
   -0.0004962299     0.0114557528    -0.0010586993
   -0.0085136511    -0.0066471722    -0.0132682283
   -0.0048602938    -0.0105052779    -0.0135401358
   -0.0004211788    -0.0123097193    -0.0133043120
    0.0046105570    -0.0125010390    -0.0129753593
    0.0101163109    -0.0103692355    -0.0127782602
    0.0146242738    -0.0049305605    -0.0126462606
    0.0155501740     0.0034612198    -0.0125455935
   -0.0174800522    -0.0043922921    -0.0048214378
   -0.0149050394    -0.0123538496    -0.0050081089
   -0.0092977361    -0.0175585259    -0.0049489918
   -0.0026697781    -0.0197975717    -0.0046621723
    0.0039636518    -0.0197481752    -0.0041657881
    0.0104303004    -0.0177304212    -0.0035267676
    0.0163641487    -0.0133429038    -0.0028465332
    0.0204458335    -0.0062259497    -0.0022288438
    0.0207108371     0.0027634831    -0.0017556523
    0.0158111215     0.0109624324    -0.0014347158
   -0.0170943320     0.0040319013     0.0051997025
   -0.0184010185    -0.0064503833     0.0061965043
   -0.0139655898    -0.0149404481     0.0066495914
   -0.0065734263    -0.0194747051     0.0067947921
    0.0013133736    -0.0202004912     0.0069928783
    0.0085386737    -0.0179671357     0.0074738562
    0.0145622376    -0.0130805274     0.0081866136
    0.0182280669    -0.0055178559     0.0088209117
    0.0175495449     0.0037572823     0.0089812235
    0.0108939153     0.0118558695     0.0084803437
   -0.0015424096     0.0144460487     0.0075992775
    0.0050591330     0.0144131369     0.0021357456
   -0.0088462591     0.0125278561     0.0037003468
   -0.0121605154     0.0060146131     0.0125244731
   -0.0126826708    -0.0041330606     0.0150511866
   -0.0075412736    -0.0109663085     0.0158660628
   -0.0004634587    -0.0129799497     0.0158509880
    0.0059144189    -0.0108320003     0.0157424265
    0.0101705488    -0.0054555433     0.0156705739
    0.0107446043     0.0022839621     0.0150785058
    0.0055794951     0.0102417216     0.0130259384
   -0.0065152476     0.0139775000     0.0084425504
   -0.0032863272     0.0149289331     0.0076499165
   -0.0050128107     0.0096419667     0.0138857677
   -0.0047453264     0.0018513056     0.0175093078
   -0.0005882109    -0.0010484899     0.0180768230
    0.0029099611     0.0012192476     0.0171676980
    0.0027512039     0.0069546237     0.0149008648
   -0.0033924147     0.0131837913     0.0096325067
    0.0029486860     0.0177351783     0.0048568109
   -0.0012101419     0.0127835106     0.0106522737
   -0.0012459548     0.0118051086     0.0109013498
   -0.0064596718     0.0166564146     0.0018230630
   -0.0011094349     0.0027039310     0.0029107960
   -0.0021940122     0.0010648728     0.0039013737
   -0.0013919712    -0.0012846962     0.0034247444
   -0.0021584420     0.0056166028     0.0006270043
   -0.0045731136     0.0036642890     0.0020166464
   -0.0051252463     0.0000721512     0.0025004872
   -0.0029721905    -0.0026368618     0.0021233286
    0.0003696854     0.0074730006    -0.0056877975
   -0.0024007463     0.0070371437    -0.0030732350
   -0.0054369715     0.0044135541    -0.0016454906
   -0.0062158779     0.0005200964    -0.0008745677
   -0.0042816540    -0.0025734931    -0.0004349152
   -0.0011231813    -0.0031104179    -0.0001835715
    0.0022402702     0.0080209697    -0.0079142330
   -0.0027577764     0.0054352149    -0.0054751585
   -0.0045227483     0.0012976790    -0.0041575999
   -0.0028616082    -0.0018263354    -0.0027812809
    0.0068745745     0.0094459962    -0.0085764310
    0.0001207315     0.0050093959    -0.0060880348
   -0.0011955998     0.0010606341    -0.0040912657
   -0.0016930615    -0.0015790140     0.0033275978
   -0.0002123479    -0.0019683909     0.0036951126
   -0.0039686598    -0.0006623583     0.0021381128
   -0.0033879551    -0.0034306424     0.0024097854
   -0.0011558278    -0.0050886492     0.0026233764
    0.0013650741    -0.0049132469     0.0028693881
    0.0028052784    -0.0035365116     0.0031807976
   -0.0048457098     0.0006954716     0.0014720864
   -0.0053108924    -0.0027749684     0.0005016713
   -0.0031707850    -0.0059383269    -0.0000855494
    0.0003893091    -0.0070140656    -0.0000847956
    0.0034310017    -0.0059782146     0.0005428326
    0.0049441016    -0.0045179426     0.0017595451
   -0.0068261273     0.0002357803     0.0009241186
   -0.0060018481    -0.0031748833    -0.0013933163
   -0.0030251686    -0.0062502557    -0.0026445395
    0.0009977139    -0.0071754189    -0.0025516977
    0.0041308724    -0.0069910516    -0.0010889036
    0.0073311972    -0.0099311041     0.0020697068
   -0.0103070415    -0.0035504393     0.0004604979
   -0.0057251013    -0.0052993585    -0.0027866325
   -0.0012083430    -0.0081338317    -0.0033558831
    0.0015142807    -0.0154232336    -0.0007375782
   -0.0078773643    -0.0121267039    -0.0015826287
   -0.0014826389     0.0004799089     0.0066806702
   -0.0000905112     0.0027969191     0.0058066949
   -0.0030988249     0.0026208290     0.0043146886
   -0.0042921780     0.0006667229     0.0041670181
   -0.0030147934    -0.0021660731     0.0055126470
    0.0005007847    -0.0026744451     0.0065834849
    0.0021506937     0.0002479147     0.0066868906
    0.0030774600     0.0024919261     0.0046959911
    0.0000095380     0.0035128387     0.0043398277
   -0.0048063143    -0.0000925766     0.0010163199
   -0.0043758641    -0.0026901938     0.0022138877
   -0.0020529492    -0.0048852576     0.0032101746
    0.0013044567    -0.0051402749     0.0038899029
    0.0039781325    -0.0031888093     0.0042938991
    0.0046335107    -0.0001206878     0.0045394446
   -0.0022832504    -0.0042230596    -0.0001940199
    0.0000721210    -0.0051669962     0.0001175029
    0.0025735705    -0.0046814201     0.0005025461
    0.0043239781    -0.0030070289     0.0010676325
    0.0048998242    -0.0008717264     0.0020365495
    0.0023756390     0.0040851683     0.0016684887
    0.0027208069    -0.0032418839     0.0035435552
    0.0039337539    -0.0010110524     0.0039248122
    0.0039700157     0.0019839216     0.0033667610
    0.0031186265     0.0046974617     0.0006377739
    0.0036594202    -0.0036125479     0.0024537534
    0.0055044754    -0.0012050893     0.0024111027
    0.0053971741     0.0021743459     0.0018561867
    0.0032374590     0.0051758972    -0.0014116023
   -0.0000537640     0.0058002196    -0.0026275798
    0.0026252308    -0.0043215959     0.0011208186
    0.0047383721    -0.0032727133     0.0003738667
    0.0062022037    -0.0007354115    -0.0001470836
    0.0057646323     0.0025972134    -0.0006786801
    0.0010827138     0.0060988143    -0.0034101455
    0.0045814979    -0.0024870563    -0.0008958901
    0.0054809617     0.0000232233    -0.0021741327
    0.0045262826     0.0034821557    -0.0028569368
   -0.0026876740     0.0086026973    -0.0039062780
    0.0053216329     0.0017789333    -0.0021742509
    0.0028421828     0.0054590611    -0.0032492531
   -0.0003769137     0.0012066027     0.0058324648
    0.0015173545     0.0033298095     0.0052901394
   -0.0020127785     0.0033173512     0.0054511669
   -0.0036129828     0.0009295856     0.0048692039
    0.0027568974     0.0015374614     0.0046510765
    0.0042998803     0.0033358789     0.0021397884
    0.0024312626     0.0057108825     0.0028863401
   -0.0012176524     0.0065132374     0.0030901158
   -0.0044299264     0.0048564934     0.0026739271
   -0.0055476487     0.0021799232     0.0022209426
    0.0041640923     0.0029366490    -0.0014756662
    0.0037679585     0.0051858749    -0.0013538624
    0.0013096165     0.0072566467    -0.0013139171
   -0.0022050524     0.0074429861    -0.0015518408
   -0.0049468527     0.0056936394    -0.0019978597
   -0.0058224990     0.0035068820    -0.0021742123
    0.0024456821     0.0037839977    -0.0053345700
    0.0013411607     0.0052454592    -0.0062229363
   -0.0008686180     0.0059065906    -0.0069256854
   -0.0031216834     0.0051862136    -0.0075685537
   -0.0042768747     0.0037925784    -0.0081137045
   -0.0022832747     0.0008603892    -0.0143226528
   -0.0183511676    -0.0033047699     0.0043490816
   -0.0137291827    -0.0137117630     0.0005749629
   -0.0021482049    -0.0194505992    -0.0008755367
    0.0093730831    -0.0182814125     0.0002082548
    0.0172362093    -0.0099279212     0.0006394103
    0.0180349051     0.0030282851     0.0010202161
   -0.0183472182     0.0038167587    -0.0004257525
   -0.0170061367    -0.0090021742    -0.0052317315
   -0.0081096036    -0.0176727609    -0.0081543670
    0.0043142310    -0.0190052896    -0.0092002560
    0.0147487232    -0.0122604500    -0.0085680565
    0.0184932874     0.0002393434    -0.0061635161
    0.0128610375     0.0134947851    -0.0008632824
   -0.0117614447     0.0154836821     0.0005320976
   -0.0162974450     0.0061598979    -0.0077097364
   -0.0140770271    -0.0054164539    -0.0136539188
   -0.0046445192    -0.0125275451    -0.0168107700
    0.0070205328    -0.0109051977    -0.0171932592
    0.0141917051    -0.0011874270    -0.0146318696
    0.0128213784     0.0112153531    -0.0085239820
    0.0019640612     0.0175095505    -0.0073069133
   -0.0048089906     0.0172188870    -0.0066147745
   -0.0100698006     0.0098459339    -0.0130661799
   -0.0066613734    -0.0003748377    -0.0193551998
    0.0037571394    -0.0006414792    -0.0203816117
    0.0073748687     0.0098881863    -0.0150897263
   -0.0014303654     0.0094224946    -0.0170836007
   -0.0022841052     0.0013851275     0.0012678532
   -0.0008084208     0.0015901504     0.0024656671
   -0.0018137006     0.0009398014     0.0013562984
   -0.0017710005     0.0004880403     0.0001524693
   -0.0013236250     0.0003698241    -0.0004635863
   -0.0014262744     0.0004590881    -0.0005322155
   -0.0023425308     0.0002049017     0.0000037066
   -0.0022642614     0.0004715320     0.0008709487
   -0.0013033947     0.0001994416    -0.0001181254
   -0.0004404254     0.0001251008    -0.0001941168
   -0.0000894971     0.0000879247    -0.0001766723
   -0.0002344510     0.0001946584    -0.0004995455
   -0.0009187000     0.0002773985    -0.0006793898
   -0.0018235494    -0.0003271484    -0.0004100197
   -0.0018431205     0.0009273332    -0.0002997486
   -0.0006453912     0.0009769743     0.0001583350
   -0.0004215624     0.0008409207     0.0012316921
   -0.0003805580     0.0000425144     0.0015187812
    0.0000551752    -0.0003392183     0.0006718128
    0.0001331345     0.0000801036    -0.0002171883
   -0.0003654817     0.0003715519    -0.0005690007
   -0.0009274406     0.0000827140    -0.0006105732
   -0.0011878910    -0.0006694075    -0.0005898863
   -0.0009401510    -0.0016544693    -0.0005473150
    0.0022594732    -0.0012831431     0.0009066074
   -0.0017815662     0.0021090330    -0.0019414077
   -0.0007561972     0.0027612660    -0.0005354787
   -0.0005204113    -0.0010851306     0.0009600312
    0.0002419274    -0.0001457997     0.0000476130
    0.0000089484     0.0004958871    -0.0002387646
   -0.0004024543     0.0005759789    -0.0002326403
