   -0.0006435497     0.0024517032     0.0037477184
   -0.0025205206     0.0011336329     0.0021982989
   -0.0022782156     0.0005893335     0.0005033152
   -0.0015213444     0.0004024388    -0.0000448408
   -0.0019113792     0.0004886446    -0.0002759897
   -0.0041389793     0.0000327408     0.0000830043
   -0.0038240101     0.0001014502     0.0021271265
   -0.0014089846     0.0005554079     0.0009626819
   -0.0003261407     0.0006941115     0.0023955123
   -0.0002205203    -0.0003019364     0.0030320124
   -0.0001099202    -0.0006692433     0.0011631129
   -0.0009956213    -0.0000454089    -0.0003657632
   -0.0025232903    -0.0007600313    -0.0006629160
   -0.0033836193    -0.0034853350    -0.0005133691
   -0.0016389741     0.0030716588     0.0006405203
   -0.0007734046    -0.0025930938     0.0023545387
   -0.0001444581    -0.0004148295     0.0001838613
   -0.0008242773     0.0000717369    -0.0002609270
   -0.0011824924    -0.0004588817    -0.0004072508
   -0.0010522676    -0.0013771205    -0.0007012496
   -0.0002694196    -0.0023706630    -0.0011511447
    0.0009884782    -0.0028270578    -0.0013774557
    0.0020407086    -0.0024415581    -0.0009516414
    0.0024748694    -0.0019028100     0.0002809524
   -0.0002029244    -0.0014958958     0.0003241954
   -0.0005367710     0.0002149617     0.0003161233
   -0.0011739377     0.0001196411     0.0010032014
   -0.0011944813    -0.0005846929     0.0019769188
   -0.0004579416    -0.0009858456     0.0024277408
    0.0000620691    -0.0007354650     0.0018731529
   -0.0000424903    -0.0008098003     0.0010778814
    0.0001574231    -0.0015405570     0.0008873985
    0.0010471170    -0.0036419383     0.0020644920
   -0.0003623173    -0.0011499022    -0.0002336875
   -0.0014793590     0.0004194332     0.0008684212
   -0.0034922854    -0.0011879613     0.0023445819
    0.0024363040    -0.0019319102     0.0033739794
    0.0011908198    -0.0018712959     0.0023174853
   -0.0010817489    -0.0014955974    -0.0026794710
   -0.0013106731     0.0005837330     0.0003124416
   -0.0050631227    -0.0002228210     0.0010970379
    0.0045665286    -0.0026967199     0.0026105455
    0.0090700120     0.0128157978    -0.0056898171
    0.0013254168     0.0060573946    -0.0044397906
   -0.0007828654     0.0021855230    -0.0013434235
   -0.0027419084     0.0017194893     0.0007608941
   -0.0044604125     0.0064012970     0.0025477040
   -0.0063286614     0.0021437128     0.0018415936
   -0.0136090329    -0.0062350364     0.0012801946
    0.0001774665     0.0018615706     0.0041820883
    0.0021632281     0.0012274570     0.0031337187
    0.0034016511     0.0012091794     0.0017860418
    0.0031794991     0.0007227854     0.0025661143
    0.0024897327     0.0014134747     0.0019540514
    0.0019109779     0.0022885552     0.0003673544
    0.0042974107     0.0018280958    -0.0000158601
    0.0028650320    -0.0014465295     0.0024599728
    0.0026967285     0.0000962583     0.0041875949
    0.0023028783     0.0023461353     0.0029489183
    0.0016769904     0.0045694546     0.0012504721
    0.0012534289     0.0023708886    -0.0015471352
    0.0043638569     0.0031198365    -0.0025581553
   -0.0056226791     0.0030599535    -0.0036903675
   -0.0002490631     0.0039080355    -0.0021533794
    0.0001816279     0.0023052114    -0.0042081075
    0.0017335703     0.0035153230    -0.0067160413
   -0.0039538222     0.0024250749    -0.0109238992
   -0.0011233857     0.0028158476    -0.0099067653
